序号,年份,学科门类,项目类别,项目名称,申请人,学校名称
625.0,2017,艺术学,规划基金项目,商代埙的音乐学研究,张伟,河南师范大学
626.0,2017,艺术学,规划基金项目,冯文慈音乐学术思想研究,殷瑰姣,湖北科技学院
627.0,2017,艺术学,规划基金项目,禅宗思想与米芾书画艺术成就关系研究,李觉辉,湖北文理学院
628.0,2017,艺术学,规划基金项目,明清园林绘画的空间叙事学研究,鲁政,湖南师范大学
629.0,2017,艺术学,规划基金项目,中国文庙的传播美学及其对当代公共艺术建设的启示,梁光焰,湖南文理学院
630.0,2017,艺术学,规划基金项目,大众文化视域下的美国电视动画,徐坤,华东师范大学
631.0,2017,艺术学,规划基金项目,高师音乐教师教育实践课程与农村支教活动对接的实践研究,王朝霞,华南师范大学
632.0,2017,艺术学,规划基金项目,楚系古琴形态设计之传承与发展创新研究,姚克难,华中农业大学
633.0,2017,艺术学,规划基金项目,土家族民间舞蹈活态传承与数字化保护研究,朱宇翔,华中师范大学
634.0,2017,艺术学,规划基金项目,传统晋商民居建筑门饰的调查研究——以铺首衔环为例,胡晓洁,黄冈师范学院
635.0,2017,艺术学,规划基金项目,“最后的鱼皮部落”──赫哲族渔猎造物艺术的传承弘扬与创新发展研究,孔德明,吉林大学
636.0,2017,艺术学,规划基金项目,中国古代书画视觉传播研究,姜勇,吉林大学
637.0,2017,艺术学,规划基金项目,“非遗”视野下土家族濒危母语音乐艺术的搜集、整理与研究,陈东,吉首大学
638.0,2017,艺术学,规划基金项目,闽南童谣与台湾童谣同源性研究,陈芳,集美大学
639.0,2017,艺术学,规划基金项目,苏南民间小调与锡剧的共生发展研究,王芳,江南大学
640.0,2017,艺术学,规划基金项目,南通地区非物质文化遗产中的“工匠技艺”与现代设计跨界融合研究,张焘,江南大学
641.0,2017,艺术学,规划基金项目,亚洲电影的跨国生产与传播研究,郝延斌,江南大学
642.0,2017,艺术学,规划基金项目,赣南采茶戏音乐研究,樊凤龙,江西财经大学
643.0,2017,艺术学,规划基金项目,河南戏曲碑刻收集整理与研究,程峰,焦作师范高等专科学校
644.0,2017,艺术学,规划基金项目,江南民歌发展轨迹新探及数据库构建路径研究,倪淑萍,金华职业技术学院
645.0,2017,艺术学,规划基金项目,古太原民居墀头砖雕研究,严文刚,晋中学院
646.0,2017,艺术学,规划基金项目,美丽乡村建设进程中乡村景观设计的策略研究,赵中建,南京航空航天大学
647.0,2017,艺术学,规划基金项目,车载智能交互系统的多元信息可视化设计研究,姜斌,南京理工大学
648.0,2017,艺术学,规划基金项目,日本环境设计史研究,许浩,南京林业大学
649.0,2017,艺术学,规划基金项目,艺术设计伦理概论研究,王志强,南京晓庄学院
650.0,2017,艺术学,规划基金项目,文化旅游开发下江南古镇文化资源优化整合研究,杨飞飞,南京信息工程大学
651.0,2017,艺术学,规划基金项目,中国图案艺术典例研究,张抒,南京艺术学院
652.0,2017,艺术学,规划基金项目,板腔体手法在中国民族歌剧创作中的运用研究,钱庆利,南京艺术学院
653.0,2017,艺术学,规划基金项目,蒙古族传统动物题材图案象征研究,李军,内蒙古科技大学
654.0,2017,艺术学,规划基金项目,蒙古族服饰演变研究,萨日娜,内蒙古艺术学院
655.0,2017,艺术学,规划基金项目,内蒙古演艺发展史研究,刘筠梅,内蒙古艺术学院
656.0,2017,艺术学,规划基金项目,“非遗”与“一带一路”视角下景泰蓝技艺的传承与发展创新研究,刘芳,齐鲁工业大学
657.0,2017,艺术学,规划基金项目,知识考古学视域下中国早期电影伦理批评的研究（1921-1931）,邢祥虎,青岛农业大学
658.0,2017,艺术学,规划基金项目,互联网时代传统村落文化景观遗产保护与可持续发展研究,张剑,山东大学
659.0,2017,艺术学,规划基金项目,漫画艺术民族化大众化——延安时期华君武漫画作品研究,张凤,陕西学前师范学院
660.0,2017,艺术学,规划基金项目,新中国电影政策史纲（1949-2016）,黄望莉,上海大学
661.0,2017,艺术学,规划基金项目,音乐治疗对缓解疼痛的临床干预研究——以在三甲医院住院治疗期间的肿瘤患者为例,王勇,上海大学
662.0,2017,艺术学,规划基金项目,基于戏剧疗法对孤独症儿童的干预研究,王维斌,深圳大学
663.0,2017,艺术学,规划基金项目,中国民间美术中的神像研究,舒惠芳,深圳职业技术学院
664.0,2017,艺术学,规划基金项目,东北关外原住民建筑文化遗产装饰图案普查及传承研究,李军苗,沈阳理工大学
665.0,2017,艺术学,规划基金项目,天人合一：徽民居鱼塘空间环境的交互设计研究,高力强,石家庄铁道大学
666.0,2017,艺术学,规划基金项目,广东广府民系传统村落文化符号及再设计研究,曾朝辉,顺德职业技术学院
667.0,2017,艺术学,规划基金项目,“本土西行”与中国美术的现代转型研究,黄宗贤,四川大学
668.0,2017,艺术学,规划基金项目,红军长征历史记忆的还原与建构：长征沿线红色主题公共艺术创作方法论研究,段禹农,四川大学
669.0,2017,艺术学,规划基金项目,二十世纪设计思想史之“乌尔姆现象”的现代性批判,何宇,四川大学
670.0,2017,艺术学,规划基金项目,国家扶贫战略中藏羌彝走廊（四川区域）新聚落与建筑文化耦合研究,赵志红,四川大学
671.0,2017,艺术学,规划基金项目,台湾电影的中国叙事研究,谢建华,四川师范大学
672.0,2017,艺术学,规划基金项目,《历代名画记》引书考,陈铮,苏州大学
673.0,2017,艺术学,规划基金项目,新型城镇化进程中乡村伦理文化重塑的图式艺术研究：以江苏省新农村社区文化建设为例,莫军华,苏州科技大学
674.0,2017,艺术学,规划基金项目,中国传统相声文本研究与补辑,陈建华,泰山学院
675.0,2017,艺术学,规划基金项目,非物质文化遗产视野中丝绸之路甘肃段民间乐舞文化研究,徐富平,天水师范学院
676.0,2017,艺术学,规划基金项目,艺术学理论研究的知识依据问题,刘春阳,武汉大学
677.0,2017,艺术学,规划基金项目,城镇化进程中的鄂西土家族传统建筑艺术的创造性转换,王艳,武汉理工大学
678.0,2017,艺术学,规划基金项目,20世纪50～60年代内地支边新疆美术教育家口述史整理研究,王慧,西安理工大学
679.0,2017,艺术学,规划基金项目,清末和民国时期女性主义思潮与中国早期电影,徐雅宁,西安外国语大学
680.0,2017,艺术学,规划基金项目,西北地区民间传统乐器技艺调查与传承研究,吴琛,西安音乐学院
681.0,2017,艺术学,规划基金项目,多元文化视野下的西藏本土音乐教育问题探讨与研究,欧阳佳丽,西藏大学
682.0,2017,艺术学,规划基金项目,四川石窟寺宋代菩萨造像研究,李浥,西华师范大学
683.0,2017,艺术学,规划基金项目,徐悲鸿在西南的学生们艺术文献整理与研究,苏甦,西南大学
684.0,2017,艺术学,规划基金项目,明清文士戏曲编刊活动研究,杨惠玲,厦门大学
685.0,2017,艺术学,规划基金项目,“一带一路”中俄美术交流与比较研究--以新疆绘画艺术为例,阿不来提.马合苏提,新疆大学
686.0,2017,艺术学,规划基金项目,维吾尔族民间图案造型观念研究,迪丽努尔·买买提,新疆艺术学院
687.0,2017,艺术学,规划基金项目,我国普通学校音乐学科核心素养研究：实践哲学的视角,朱玉江,盐城师范学院
688.0,2017,艺术学,规划基金项目,“俄罗斯声乐学派”对中国声乐艺术影响研究,单宏健,扬州大学
689.0,2017,艺术学,规划基金项目,沈曾植书学文献整理与研究,成联方,云南大学
690.0,2017,艺术学,规划基金项目,云南少数民族工艺在边疆高校艺术教育中的活态传承机制研究,吴化雨,云南民族大学
691.0,2017,艺术学,规划基金项目,中国城市公共艺术与科技的协同创新规划研究,张新宇,浙江工业大学
692.0,2017,艺术学,规划基金项目,江南园林花窗艺术研究,王琴,浙江师范大学
693.0,2017,艺术学,规划基金项目,当代电影叙事理论研究：对当前编剧书的观察、比较和案例化分析,李力,中国传媒大学
694.0,2017,艺术学,规划基金项目,历史类博物馆的展览叙事与设计研究,巫濛,中国传媒大学
695.0,2017,艺术学,规划基金项目,“两端三位一体”中国画人才培养模式研究,刘海勇,中国美术学院
696.0,2017,艺术学,规划基金项目,唐·伊德后现象学视阈下的设计研究,周瑄,中南大学
697.0,2017,艺术学,规划基金项目,中国古地图的文化传承与创新应用研究,萧沁,中南大学
698.0,2017,艺术学,规划基金项目,琴调系统与打谱音律研究,闫林红,中央音乐学院
699.0,2017,艺术学,规划基金项目,学校音乐教育新体系的理论阐释与实践应用研究,高建进,中央音乐学院
700.0,2017,艺术学,青年基金项目,基于“古根海姆效应”的公共艺术介入城市工业废弃地改造研究,陈志奎,安徽工业大学
701.0,2017,艺术学,青年基金项目,传统榫卯结构研究及其在产品模块化接口设计中的应用实践,孙强,蚌埠学院
702.0,2017,艺术学,青年基金项目,中国芭蕾教育家孟广城教学理念及方法研究,余媛媛,北方民族大学
703.0,2017,艺术学,青年基金项目,华语电影的海外互联网传播史研究,王伟,北京大学
704.0,2017,艺术学,青年基金项目,3-6世纪丝绸之路石窟装饰纹样的艺术风格学研究,张俊沛,北京工商大学
705.0,2017,艺术学,青年基金项目,老龄化背景下智能导视系统的创新设计研究,刘键,北京工业大学
706.0,2017,艺术学,青年基金项目,“一带一路”背景下新疆本土商业品牌规划设计的案例研究,施楠,昌吉学院
707.0,2017,艺术学,青年基金项目,西南地区民艺的存置语境与共同体式发展研究,李筠,长江师范学院
708.0,2017,艺术学,青年基金项目,基于身体现象学的特色小镇空间体验设计研究,汤新星,长沙理工大学
709.0,2017,艺术学,青年基金项目,全媒体格局下中国纪录片中的中国国家形象塑造与传播研究（2010年以后）,范瑞利,重庆人文科技学院
710.0,2017,艺术学,青年基金项目,三峡民间艺术主题学研究,李兵,重庆三峡学院
711.0,2017,艺术学,青年基金项目,跨文化视域下“丝绸之路”纪录片研究,刘云飞,重庆邮电大学
712.0,2017,艺术学,青年基金项目,南诏、大理国石窟雕塑艺术研究,吴东升,大理大学
713.0,2017,艺术学,青年基金项目,交互媒体在城市公共艺术中的应用研究,陈立博,大连东软信息学院
714.0,2017,艺术学,青年基金项目,基于虚拟现实（VR）平台的东北传统民居数字化复原与保护性存档研究,闻婧,大连工业大学
715.0,2017,艺术学,青年基金项目,数字化背景下的非遗项目保护与传承研究——以龙舟制作技艺数字化传承为例,何帅,东莞理工学院城市学院
716.0,2017,艺术学,青年基金项目,鲁迅图像史研究（1913—2011）,沈伟棠,福建农林大学
717.0,2017,艺术学,青年基金项目,甘肃民间工艺美术的生态分析及其区域化产业模式的研究,金学艳,甘肃政法学院
718.0,2017,艺术学,青年基金项目,存续与流长：旧城空间环境“微更新”的模式与路径研究,刘婷婷,广东工业大学
719.0,2017,艺术学,青年基金项目,大数据背景下的绿色建筑评估体系研究,刘佳妮,广东工业大学
720.0,2017,艺术学,青年基金项目,基于原型理论的中国文化景观遗产价值本体研究,陈晨,广东工业大学
721.0,2017,艺术学,青年基金项目,新媒体环境下会展设计的本土化路径研究,胡林辉,广东工业大学
722.0,2017,艺术学,青年基金项目,以手为界：具身认知视域下设计师介入传统竹工艺再设计的比较研究,张立,广东工业大学
723.0,2017,艺术学,青年基金项目,“转换性创造”视角下的香港新浪潮电视剧研究（1975-1980）,田昊,广东工业大学
724.0,2017,艺术学,青年基金项目,广东民间拉弦乐器与乐种关系研究,屠金梅,广州大学
725.0,2017,艺术学,青年基金项目,中国现代设计文化体系构建视域中的民国前期（1915-1937）设计发展研究,谢欣,哈尔滨工业大学
726.0,2017,艺术学,青年基金项目,符号学视角下的东北农民画艺术及其衍生品设计研究,孙丽丽,哈尔滨商业大学
727.0,2017,艺术学,青年基金项目,多元文化视角下丝路出土刺绣的整理与研究,邝杨华,海南师范大学
728.0,2017,艺术学,青年基金项目,艺术自律的解构：美学理论和艺术实践,刘琴,杭州师范大学
729.0,2017,艺术学,青年基金项目,泛化艺术视域下的中国传统园林“声色风景”研究,严敏,合肥工业大学
730.0,2017,艺术学,青年基金项目,基于可持续应对洪涝灾害风险的城市景观空间体系构建研究,聂蕊,河北工业大学
731.0,2017,艺术学,青年基金项目,中国当代油画的人性表达研究,李澎霖,河北环境工程学院
732.0,2017,艺术学,青年基金项目,“癸卯学制”美术教育对比研究,刘娟娟,河南财政金融学院
733.0,2017,艺术学,青年基金项目,吉尔·德勒兹的“褶皱理论”及其当代价值研究,庄鹏涛,河南大学
734.0,2017,艺术学,青年基金项目,湘南桂北交界地区瑶族音乐文化研究,李巧伟,衡阳师范学院
735.0,2017,艺术学,青年基金项目,云南建水紫陶的文化、艺术研究,聂磊明,红河学院
736.0,2017,艺术学,青年基金项目,媒介融合时代综艺节目的价值观传播研究,刘琛,湖南大学
737.0,2017,艺术学,青年基金项目,湘江沿岸传统聚落景观形态及创新发展策略研究,付予,湖南工业大学
738.0,2017,艺术学,青年基金项目,中国原创文化节目受众心理与行为研究,张国光,湖南师范大学
739.0,2017,艺术学,青年基金项目,中美音乐教育比较研究——以室内乐为例,冯巧婷,华东交通大学
740.0,2017,艺术学,青年基金项目,20世纪布依族民歌艺术发展史研究,石春轩子,华东师范大学
741.0,2017,艺术学,青年基金项目,基于交互式虚拟现实技术的戏剧舞台设计,王琛,华南理工大学
742.0,2017,艺术学,青年基金项目,敦煌壁画色彩数据提取与色彩谱系档案模板的建立研究,林利,华南理工大学
743.0,2017,艺术学,青年基金项目,21世纪中国电视剧中英雄叙事的话语衍变及价值审视,胡辉,华南农业大学
744.0,2017,艺术学,青年基金项目,海上丝绸之路视域下的明清粤绣艺术研究,陈金怡,华南农业大学
745.0,2017,艺术学,青年基金项目,老龄化背景下的居家养老家具设计系统研究,刘树老,华南师范大学
746.0,2017,艺术学,青年基金项目,视域、视距、视角：基于3DGIS的泉州古城空间视觉特征提取与认知研究,吴振东,华侨大学
747.0,2017,艺术学,青年基金项目,数字创意视阈下的设计构成知识更新与慕课（MOOC）建设,艾小群,华侨大学
748.0,2017,艺术学,青年基金项目,基于活力效应模拟的历史街区游憩空间领域边界识别研究,李静波,华中农业大学
749.0,2017,艺术学,青年基金项目,虚构的真实：中国当代“电视秀”现象研究,胡璇,华中师范大学
750.0,2017,艺术学,青年基金项目,乡村传统工匠伦理——鄂东农耕生产器具图绘整理与文化研究,孙军,黄冈师范学院
751.0,2017,艺术学,青年基金项目,建国以来版画中的女性形象变迁研究,左国华,黄冈师范学院
752.0,2017,艺术学,青年基金项目,江浙赣闽地区民间木器的设计思想与传统技艺研究,金海明,嘉兴学院
753.0,2017,艺术学,青年基金项目,中国电影文化传统与当代数字影像艺术的融合研究,李剑,江南大学
754.0,2017,艺术学,青年基金项目,农耕文明与传统造物：以明清农具设计为例,张明山,江南大学
755.0,2017,艺术学,青年基金项目,女性与家具：性别视野下《红楼梦》中的家具研究,申明倩,江苏理工学院
756.0,2017,艺术学,青年基金项目,汉画像石中的树形图像研究,臧之筠,江苏理工学院
757.0,2017,艺术学,青年基金项目,当代语境下综合材料绘画的文化内涵研究,孙如静,江苏师范大学
758.0,2017,艺术学,青年基金项目,模因论视角：木雕类非物质文化遗产的传播与保护研究,况宇翔,江西财经大学
759.0,2017,艺术学,青年基金项目,楚凤的“源”与“流”研究,费晓萍,荆楚理工学院
760.0,2017,艺术学,青年基金项目,“礼制”视域下的楚国漆器文化研究,江润滋,荆楚理工学院
761.0,2017,艺术学,青年基金项目,喀什地区维吾尔族木雕艺术研究,杨昊,喀什大学
762.0,2017,艺术学,青年基金项目,当代博物馆文化信息传达有效性评估,钱凤德,南京工业大学
763.0,2017,艺术学,青年基金项目,基于技术密集度差异的企业设计创新路径研究,李若辉,南京林业大学
764.0,2017,艺术学,青年基金项目,江南园林中的艺术社会史研究,汤宇星,南京师范大学
765.0,2017,艺术学,青年基金项目,艺术史视野中的中国古代博物学图像研究,许玮,南京师范大学
766.0,2017,艺术学,青年基金项目,近代中国新教育场域中私立艺术教育兴办与发展历程研究,史洋,南京艺术学院
767.0,2017,艺术学,青年基金项目,从幻灯到电影：《申报》早期影像广告研究,孙慧,南京艺术学院
768.0,2017,艺术学,青年基金项目,可持续设计驱动下齐鲁民艺与文创产品融合创新研究,李普红,齐鲁工业大学
769.0,2017,艺术学,青年基金项目,孔府旧藏服饰与儒生服饰文化,魏娜,青岛大学
770.0,2017,艺术学,青年基金项目,居伊·德波的情境主义反电影研究,万荣英,青岛农业大学
771.0,2017,艺术学,青年基金项目,20世纪80年代民族乐器协奏曲创作研究,侯太勇,曲阜师范大学
772.0,2017,艺术学,青年基金项目,明清以来福建海上丝绸之路的音乐文化记忆及其意义建构,吴少静,泉州师范学院
773.0,2017,艺术学,青年基金项目,琼雷地区多元信仰空间形态及演变研究,陈琳,三亚学院
774.0,2017,艺术学,青年基金项目,老龄用户需求驱动的智慧健康养老产品适老化设计研究,范志君,山东大学
775.0,2017,艺术学,青年基金项目,20世纪新民族乐派作曲家音乐作品中的民族性表达方式研究,刘楠,山东理工大学
776.0,2017,艺术学,青年基金项目,17和18世纪意大利与中国的音乐文化交流研究,黄键,陕西师范大学
777.0,2017,艺术学,青年基金项目,全球化语境下中国商业动画电影叙事模式的创新研究,宋瑜,上海大学
778.0,2017,艺术学,青年基金项目,为大众阅读而生——现代汉字字体设计规范形成研究,王静艳,上海大学
779.0,2017,艺术学,青年基金项目,基于虚拟现实（VR）技术的居住性历史文化街区展示设计研究——以上海石库门为例,铁钟,上海工程技术大学
780.0,2017,艺术学,青年基金项目,基于生理和心理特征的下肢残障者功能服装设计及评价研究,赵蒙蒙,上海工程技术大学
781.0,2017,艺术学,青年基金项目,VR背景下电影语言的承继与演进,花晖,上海交通大学
782.0,2017,艺术学,青年基金项目,中国邮票设计史：演进逻辑与社会蕴涵,周韧,上海师范大学
783.0,2017,艺术学,青年基金项目,中西融合—国立艺专第二代西画家实践研究,吕洪良,上海师范大学
784.0,2017,艺术学,青年基金项目,21世纪中国女性艺术研究,翟晶,首都师范大学
785.0,2017,艺术学,青年基金项目,中国当代电视剧城市叙事与文化传播研究,杨怡静,四川大学
786.0,2017,艺术学,青年基金项目,中国当代电影中“农民老父亲”形象研究,喻宛婷,四川大学
787.0,2017,艺术学,青年基金项目,20世纪上半叶西方汉学家的中国美术趣味与研究,赵成清,四川大学
788.0,2017,艺术学,青年基金项目,丝绸之路上汉唐时期蜀锦的文化传播与贸易交流研究,毛艺坛,四川师范大学
789.0,2017,艺术学,青年基金项目,新亚洲视域下的当代印度电影及其启示,汪许莹,苏州大学
790.0,2017,艺术学,青年基金项目,"基于互联网思维的传统手工艺""活化""研究",王海亚,台州学院
791.0,2017,艺术学,青年基金项目,明清女性戏曲史研究,王馨蔓,太原理工大学
792.0,2017,艺术学,青年基金项目,先秦诸子造物艺术批评思想比较研究,吴新林,泰州学院
793.0,2017,艺术学,青年基金项目,《律吕阐微》校释,石林昆,天津科技大学
794.0,2017,艺术学,青年基金项目,两宋京师画家群体研究,赵振宇,天津美术学院
795.0,2017,艺术学,青年基金项目,粤北瑶族服饰刺绣非遗的数字化传承与传播研究,江汝南,五邑大学
796.0,2017,艺术学,青年基金项目,衣冠南渡视域下闽中土堡的营造体系与装饰艺术研究,李刚,武昌理工学院
797.0,2017,艺术学,青年基金项目,湖北民间手工艺在动画造型中的运用与探究,汤晶晶,武昌理工学院
798.0,2017,艺术学,青年基金项目,禅学与宋元绘画风格转型的关联性研究,江澜,武汉科技大学
799.0,2017,艺术学,青年基金项目,运动捕捉技术在三维动画创作中的研究,朱永琼,武汉商学院
800.0,2017,艺术学,青年基金项目,陕西韩城古代建筑壁画的数字保护与虚拟博物馆的设计研究,雷桐,西安工程大学
801.0,2017,艺术学,青年基金项目,生生与共——高密度区微型绿道空间环境研究,王琼,西安建筑科技大学
802.0,2017,艺术学,青年基金项目,陕西凤翔木版年画颜色特征提取及其配比规律研究,杜杰,西安理工大学
803.0,2017,艺术学,青年基金项目,陕南民间传统油纸伞工艺可视化复原及文化研究,王秀丽,西安外国语大学
804.0,2017,艺术学,青年基金项目,产业视野下的中国设计组织研究,武月琴,西华大学
805.0,2017,艺术学,青年基金项目,抗战时期的现代主义美术研究,漆麟,西南大学
806.0,2017,艺术学,青年基金项目,人机交互设计的美学理论与方法研究,苟锐,西南交通大学
807.0,2017,艺术学,青年基金项目,具有地域文化的城市轨道列车工业设计理论研究与实践,向泽锐,西南交通大学
808.0,2017,艺术学,青年基金项目,中国少数民族题材电视剧史,张玲,西南民族大学
809.0,2017,艺术学,青年基金项目,基于数字化的湘南古民居泥塑艺术保护与传承,李丽珍,湘南学院
810.0,2017,艺术学,青年基金项目,人类文化学视野下伊吾木卡姆女性鼓手文化阐释,牛欢,新疆师范大学
811.0,2017,艺术学,青年基金项目,20世纪以来广东汉乐传承与变迁的历史人类学阐释,黄燕,星海音乐学院
812.0,2017,艺术学,青年基金项目,环中国海汉代陶瓷文化研究,胡长春,徐州工程学院
813.0,2017,艺术学,青年基金项目,音乐教育现象学的理论与实践研究,刘小红,盐城师范学院
814.0,2017,艺术学,青年基金项目,唐宋绘画对日屏本风画的至深影响,王秀,扬州市职业大学
815.0,2017,艺术学,青年基金项目,陕北窑洞庄园建筑艺术研究,裴晓阳,榆林学院
816.0,2017,艺术学,青年基金项目,新平花腰傣服饰文化及传统制作工艺生产性保护研究,孙丹婷,玉溪师范学院
817.0,2017,艺术学,青年基金项目,21世纪美国电视剧产业变革研究,金晓聚,云南大学
818.0,2017,艺术学,青年基金项目,包容性视角下的无障碍交互设计研究,侯冠华,浙江工商职业技术学院
819.0,2017,艺术学,青年基金项目,新材质媒介在中国当代水彩艺术创作中的研究与实践,李凡璠,浙江理工大学
820.0,2017,艺术学,青年基金项目,新媒体经济下网络电影产业发展研究,屠玥,浙江理工大学
821.0,2017,艺术学,青年基金项目,基于微气候舒适度的杭州西湖避暑名景量化评价与比较研究,张敏霞,浙江农林大学
822.0,2017,艺术学,青年基金项目,我国木偶剧艺术的改良策略研究,项建恒,中国美术学院
823.0,2017,艺术学,青年基金项目,明清戏曲图像的整理与研究——以戏曲史为本位,朱浩,中南财经政法大学
824.0,2017,艺术学,青年基金项目,海绵城市建设中的LID景观模式研究,孙云娟,中南民族大学
825.0,2017,艺术学,青年基金项目,“后九七”香港独立电影的国家想象（1997-2017）,霍胜侠,中山大学
826.0,2017,历史学,规划基金项目,日本早期工业化进程中的公害问题与启示——以足尾铜矿矿害治理为例,潘德昌,渤海大学
827.0,2017,历史学,规划基金项目,侵华日军报道部研究,叶伟敏,常熟理工学院
828.0,2017,历史学,规划基金项目,17世纪英国君主形象与政权兴替研究,刘淑青,德州学院
829.0,2017,历史学,规划基金项目,民国时期中小学教师日常生活研究（1927—1937）,姜朝晖,德州学院
830.0,2017,历史学,规划基金项目,明清时期中国与菲律宾群岛诸国宗藩关系研究,王守栋,德州学院
831.0,2017,历史学,规划基金项目,中国共产党南路历史文献的搜集、整理与研究（1922-1950）,窦春芳,广东海洋大学
832.0,2017,历史学,规划基金项目,《毛泽东传》的引文及注释研究,徐红艳,合肥工业大学
833.0,2017,历史学,规划基金项目,汉冶萍与近代公司治理实践研究（1890—1925）,左世元,湖北理工学院
834.0,2017,历史学,规划基金项目,“高沟事件”研究,赵金平,淮阴工学院
835.0,2017,历史学,规划基金项目,区域史视角下的洛阳抗战研究（1931—1945）,王鑫宏,黄河科技学院
836.0,2017,历史学,规划基金项目,清朝治理西藏财政支出研究,梁启俊,凯里学院
837.0,2017,历史学,规划基金项目,敦煌写本疑伪经整理与研究,赵青山,兰州大学
838.0,2017,历史学,规划基金项目,尼·彼得罗夫斯基在新疆喀什的活动及影响研究,韩莉,兰州大学
839.0,2017,历史学,规划基金项目,秦国早期历史之重构,程平山,南开大学
840.0,2017,历史学,规划基金项目,明清民国时期徽州动植物史料收集与研究,罗莉,韶关学院
841.0,2017,历史学,规划基金项目,新中国成立初期山西省农村的党员与党组织研究（1949-1956）,郝正春,太原理工大学
842.0,2017,历史学,规划基金项目,英国社会转型时期的税制变迁与经济政策研究（15世纪末期—18世纪中期）,于民,潍坊学院
843.0,2017,历史学,规划基金项目,南宋长江中下游地区的信仰与地方治理研究,陈曦,武汉大学
844.0,2017,历史学,规划基金项目,近代外国人中国西北考察中的丝绸之路认识研究,僧海霞,西北师范大学
845.0,2017,历史学,规划基金项目,中原、华北地区唐至宋金歇山建筑技术流变研究,张毅捷,西南交通大学
846.0,2017,历史学,规划基金项目,社会转型视野下的英国商人教育研究,王瑞红,信阳师范学院
847.0,2017,历史学,规划基金项目,明清以降中医生成整体史研究,何凯文,肇庆学院
848.0,2017,历史学,规划基金项目,列强在华使馆区特权制度研究(1901-1950),程珂,浙江农林大学
849.0,2017,历史学,规划基金项目,族群关系视阈下的元代漕粮海运研究,陈彩云,浙江师范大学
850.0,2017,历史学,规划基金项目,中共建国初期的社会舆论治理研究－以地方性档案资料为基础,侯松涛,中国政法大学
851.0,2017,历史学,青年基金项目,殷墟小屯村中村南新出甲骨卜辞研究,仇利萍,安阳师范学院
852.0,2017,历史学,青年基金项目,金代北族士人阶层的形成与政治文化认同研究,闫兴潘,安阳师范学院
853.0,2017,历史学,青年基金项目,罗马帝国巡察机制与行省管理,李大维,白城师范学院
854.0,2017,历史学,青年基金项目,新中国成立以来中尼关系发展演变的历史考察和经验研究,穆阿妮,北京科技大学
855.0,2017,历史学,青年基金项目,治国理念的地方化：武臣知州与北宋边疆治理研究,任欢欢,东北大学
856.0,2017,历史学,青年基金项目,20世纪60年代前半期中苏意识形态大论战的历史考察和基本经验研究,汪振友,东北农业大学
857.0,2017,历史学,青年基金项目,19世纪伦敦空气污染与绿色空间建设研究,严玉芳,东北师范大学
858.0,2017,历史学,青年基金项目,明代起运存留与财政分配体系变革研究,徐爽,佛山科学技术学院
859.0,2017,历史学,青年基金项目,南宋临安礼仪空间研究,朱溢,复旦大学
860.0,2017,历史学,青年基金项目,近代城市居住社会史研究：以广州为中心（1860-1936）,黄素娟,广东财经大学
861.0,2017,历史学,青年基金项目,民国剧场义演研究——以京津沪为中心（1912-1937）,张秀丽,河南大学
862.0,2017,历史学,青年基金项目,湖南善后救济分署研究,许德雅,湖南大众传媒职业技术学院
863.0,2017,历史学,青年基金项目,10世纪以来江苏海岸开发的时空变化及驱动分析,鲍俊林,华东师范大学
864.0,2017,历史学,青年基金项目,近代中国医事团体专业化研究,尹倩,华中科技大学
865.0,2017,历史学,青年基金项目,新出简牍与秦帝国末端行政运作研究,郭涛,华中师范大学
866.0,2017,历史学,青年基金项目,革命、女权与传统视域下的华中根据地婚姻习俗变迁研究,吴云峰,黄山学院
867.0,2017,历史学,青年基金项目,金代礼部研究,孙久龙,吉林大学
868.0,2017,历史学,青年基金项目,近代早期苏格兰议会研究,郭军伟,吉林大学
869.0,2017,历史学,青年基金项目,解放战争时期山东解放区与国民党控制区农民负担的比较研究,邓广,聊城大学
870.0,2017,历史学,青年基金项目,战争与性别：抗战时期内迁西南大后方女性研究,王微,南方医科大学
871.0,2017,历史学,青年基金项目,战时督抚权力演变与晚清盐制变革研究,王静雅,南方医科大学
872.0,2017,历史学,青年基金项目,清代游台士人笔下台湾形象研究,刘耀,南京理工大学
873.0,2017,历史学,青年基金项目,近代上海沙船商人家族衍变史研究,刘锦,南京审计大学
874.0,2017,历史学,青年基金项目,近代中国学术转型中史学与地理学关系的发展与互动研究,姚正平,南通大学
875.0,2017,历史学,青年基金项目,外来宗教与中古节日风俗嬗变,赵洪娟,青岛科技大学
876.0,2017,历史学,青年基金项目,近代天津货栈业研究（1860-1949）,杜希英,曲阜师范大学
877.0,2017,历史学,青年基金项目,唐代道观辑考,孙齐,山东大学
878.0,2017,历史学,青年基金项目,博弈论视野下的粮食问题：以抗日战争时期陕西省为例,杨国山,山东大学
879.0,2017,历史学,青年基金项目,“西译中述”模式下的近代中国译员群体研究,齐君,山东工商学院
880.0,2017,历史学,青年基金项目,明清鼎革之际山东文化世家的命运遭际与历史选择,张华清,山东工艺美术学院
881.0,2017,历史学,青年基金项目,基于日记资料的19世纪以来上海地区降水变化和洪涝灾害研究,唐晶,山西大学
882.0,2017,历史学,青年基金项目,京津冀地区清代山西会馆与山西商人研究,张霞,山西大学
